id,score_date,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_9036591,17-03-2023,12.0,0.0,5.0,12.0,0,0,0.416666667,0.416666667,0,0
JMAN_10148809,24-03-2023,10.0,0.1,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9016394,31-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_12791979,03-02-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_2452905,13-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9033523,17-03-2023,2.0,0.5,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9028182,03-03-2023,50.0,0.12195122,41.0,50.0,0,1,0.82,0.82,0,0
JMAN_16090733,03-03-2023,5.0,0.0,1.0,5.0,0,0,0.2,0.2,0,0
JMAN_2451330,20-01-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2451905,20-01-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2453288,10-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2457086,20-01-2023,7.0,0.0,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2467540,27-01-2023,8.0,0.5,2.0,8.0,0,0,0.25,0.25,0,0
JMAN_9014349,17-03-2023,27.0,0.541666667,26.0,27.0,0,1,0.888888889,0.962962963,0,1
JMAN_10281567,31-03-2023,6.0,0.0,5.0,6.0,0,1,0.833333333,0.833333333,0,0
JMAN_2474309,20-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9028556,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10489734,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18411228,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_15702888,27-01-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_16079210,17-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_15806097,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9007298,03-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_18409944,17-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9034141,03-03-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2478316,20-01-2023,18.0,0.388888889,17.0,17.0,0,1,1.0,1.0,0,0
JMAN_18409542,17-03-2023,8.0,0.0,,8.0,0,0,0.0,0.0,0,0
JMAN_2456801,06-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9026942,03-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2393214,24-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9019962,06-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9164427,03-03-2023,31.0,0.129032258,31.0,31.0,0,1,1.0,1.0,0,0
JMAN_12537206,17-02-2023,7.0,0.666666667,6.0,7.0,0,0,0.857142857,0.857142857,0,0
JMAN_9003564,06-01-2023,7.0,0.142857143,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_12472512,31-03-2023,5.0,0.0,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_2472417,03-03-2023,7.0,0.0,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_11604060,03-02-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_14459683,03-03-2023,18.0,0.117647059,18.0,18.0,0,1,0.944444444,1.0,0,1
JMAN_2481325,06-01-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9071046,06-01-2023,8.0,0.142857143,7.0,8.0,0,1,0.875,0.875,0,0
JMAN_2468132,03-02-2023,6.0,0.0,6.0,10.0,0,1,1.0,0.6,1,0
JMAN_2471256,31-03-2023,2.0,1.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9034076,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9000101,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9603377,20-01-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9036409,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11201598,03-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9035932,13-01-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_10355825,24-02-2023,2.0,1.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_18410392,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2464269,10-03-2023,1.0,0.0,2.0,3.0,0,1,1.0,0.666666667,1,0
JMAN_9056802,27-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9384676,10-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2480393,17-03-2023,2.0,0.0,1.0,2.0,0,1,0.5,0.5,0,0
JMAN_9014565,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9311958,24-03-2023,16.0,0.0625,15.0,16.0,0,1,1.0,0.9375,1,0
JMAN_2450544,10-03-2023,4.0,0.5,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9031987,13-01-2023,38.0,0.368421053,38.0,38.0,0,1,1.0,1.0,0,0
JMAN_9036591,03-03-2023,12.0,0.0,5.0,12.0,0,0,0.416666667,0.416666667,0,0
JMAN_2473315,10-02-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_10575478,06-01-2023,24.0,0.0,24.0,24.0,0,1,1.0,1.0,0,0
JMAN_9021088,24-03-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9332838,10-02-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2457657,27-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2476200,27-01-2023,9.0,0.0,9.0,9.0,0,0,1.0,1.0,0,0
JMAN_2461723,10-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9754365,06-01-2023,6.0,0.0,5.0,6.0,0,1,0.833333333,0.833333333,0,0
JMAN_9004478,03-02-2023,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9028996,24-03-2023,13.0,0.272727273,12.0,13.0,0,1,0.846153846,0.923076923,0,1
JMAN_11096413,03-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2448185,31-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11633303,06-01-2023,16.0,0.181818182,10.0,16.0,0,1,0.6875,0.625,1,0
JMAN_18411233,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2452473,17-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9027650,17-02-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_18410830,10-02-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_10159761,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9071046,24-03-2023,8.0,0.5,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2450463,10-02-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_14142262,27-01-2023,3.0,0.666666667,3.0,3.0,1,0,1.0,1.0,0,0
JMAN_2448716,20-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9021422,17-02-2023,6.0,0.0,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_9029087,31-03-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9021732,24-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9037279,27-01-2023,75.0,0.653333333,75.0,75.0,0,1,1.0,1.0,0,0
JMAN_9021157,06-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_18410409,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2436197,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11710046,24-03-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9000101,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_12382809,03-02-2023,8.0,0.0,7.0,8.0,0,0,0.75,0.875,0,1
JMAN_2464445,13-01-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2449227,24-02-2023,4.0,0.25,4.0,4.0,1,0,1.0,1.0,0,0
JMAN_9016383,31-03-2023,2.0,1.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9019294,03-02-2023,3.0,0.333333333,3.0,3.0,1,0,1.0,1.0,0,0
JMAN_2466490,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14674125,27-01-2023,8.0,0.125,8.0,8.0,1,0,1.0,1.0,0,0
JMAN_9003725,06-01-2023,5.0,0.25,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_9005538,20-01-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2464578,20-01-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_11633303,03-02-2023,16.0,0.2,11.0,16.0,0,1,0.625,0.6875,0,1
JMAN_9585745,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2481205,06-01-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_10473228,17-02-2023,48.0,0.0,45.0,46.0,0,1,0.979166667,0.97826087,1,0
JMAN_10909526,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2396226,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2262012,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9611076,10-02-2023,28.0,0.0,28.0,28.0,0,1,1.0,1.0,0,0
JMAN_12567490,03-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2446468,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2375196,24-03-2023,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_127332,24-02-2023,33.0,0.095238095,21.0,23.0,0,1,0.636363636,0.913043478,0,1
JMAN_9173832,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9005295,03-03-2023,5.0,0.666666667,3.0,5.0,0,0,0.6,0.6,0,0
JMAN_2480410,24-03-2023,12.0,0.090909091,11.0,12.0,0,1,0.916666667,0.916666667,0,0
JMAN_18410404,10-02-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_18409554,03-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2441230,03-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_18409554,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2351429,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2255243,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18127937,27-01-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_2235384,17-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9021826,03-03-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2479749,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_12672269,17-03-2023,100.0,0.096153846,52.0,100.0,0,1,0.52,0.52,0,0
JMAN_10575478,03-02-2023,24.0,0.0,24.0,24.0,0,0,1.0,1.0,0,0
JMAN_2476991,20-01-2023,8.0,0.375,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2454576,17-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2454576,03-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9182542,13-01-2023,5.0,0.2,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2459144,17-02-2023,18.0,0.058823529,16.0,18.0,0,1,0.944444444,0.888888889,1,0
JMAN_2457132,06-01-2023,53.0,0.288461539,53.0,53.0,0,1,0.981132075,1.0,0,1
JMAN_2473570,20-01-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_10243552,31-03-2023,8.0,0.25,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_9021938,31-03-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_14071267,24-02-2023,5.0,0.0,4.0,4.0,0,1,0.8,1.0,0,1
JMAN_2461772,10-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2455695,06-01-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_16087982,27-01-2023,1.0,0.0,,1.0,0,0,1.0,0.0,1,0
JMAN_2446956,10-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9025908,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2452370,03-03-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2478411,06-01-2023,2.0,1.0,1.0,2.0,1,0,0.5,0.5,0,0
JMAN_2477792,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2458306,10-03-2023,14.0,0.142857143,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_10442134,24-02-2023,22.0,0.1,20.0,22.0,0,1,0.909090909,0.909090909,0,0
JMAN_9332838,10-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9332838,27-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2468511,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2466490,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2481280,03-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9021651,17-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9038285,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10445041,27-01-2023,5.0,0.4,5.0,5.0,1,0,1.0,1.0,0,0
JMAN_2467880,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2375471,03-03-2023,12.0,0.083333333,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_2325725,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2471638,06-01-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2480410,10-03-2023,12.0,0.090909091,10.0,12.0,0,1,0.916666667,0.833333333,1,0
JMAN_2447191,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410832,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9000609,10-03-2023,4.0,1.0,5.0,5.0,1,0,1.0,1.0,0,0
JMAN_2448001,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10575478,17-03-2023,24.0,0.0,24.0,24.0,0,1,1.0,1.0,0,0
JMAN_2468303,03-03-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2476991,17-02-2023,8.0,0.428571429,8.0,8.0,0,1,0.875,1.0,0,1
JMAN_9075938,06-01-2023,21.0,0.095238095,21.0,21.0,0,1,1.0,1.0,0,0
JMAN_2479556,17-03-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9002897,10-03-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2437713,27-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9002599,13-01-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_2478636,24-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9001400,17-03-2023,6.0,0.5,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2481392,10-02-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_18410798,17-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9018227,10-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9007825,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9441150,17-03-2023,5.0,0.25,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_2479438,24-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2477395,10-02-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9006660,24-02-2023,3.0,0.0,3.0,3.0,0,0,0.666666667,1.0,0,1
JMAN_14331200,20-01-2023,7.0,0.0,7.0,7.0,0,0,1.0,1.0,0,0
JMAN_18315630,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2447191,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9773302,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14567352,17-02-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_9020100,06-01-2023,15.0,0.2,14.0,15.0,0,1,1.0,0.933333333,1,0
JMAN_2483334,03-03-2023,11.0,0.2,10.0,10.0,0,1,0.909090909,1.0,0,1
JMAN_2476016,24-02-2023,8.0,0.375,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_2479290,24-03-2023,15.0,0.25,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_18139241,10-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9019580,10-03-2023,12.0,0.0,9.0,12.0,0,1,0.75,0.75,0,0
JMAN_2471019,24-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14624810,13-01-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2449227,17-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_11018677,03-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9019962,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2468303,17-03-2023,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2461549,03-03-2023,7.0,0.142857143,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_10097075,03-03-2023,46.0,0.0,46.0,46.0,0,1,1.0,1.0,0,0
JMAN_18390989,10-02-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_2405792,24-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9228504,27-01-2023,20.0,0.0,20.0,20.0,0,1,0.5,1.0,0,1
JMAN_9897184,03-03-2023,30.0,0.238095238,22.0,30.0,0,1,0.7,0.733333333,0,1
JMAN_2475069,13-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9026296,03-03-2023,22.0,0.095238095,21.0,22.0,0,1,0.954545455,0.954545455,0,0
JMAN_9001140,20-01-2023,11.0,0.181818182,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_9008468,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9021938,24-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9084076,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2465892,03-03-2023,12.0,0.166666667,12.0,12.0,0,1,1.0,1.0,0,0
JMAN_2476321,10-02-2023,4.0,0.5,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2481252,10-02-2023,10.0,0.0,9.0,10.0,0,1,0.9,0.9,0,0
JMAN_9017319,27-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2477855,31-03-2023,4.0,0.0,3.0,4.0,0,1,0.5,0.75,0,1
JMAN_18362858,03-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_11015261,10-03-2023,15.0,0.083333333,12.0,15.0,0,1,0.8,0.8,0,0
JMAN_18410811,24-03-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_2466897,24-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2457317,13-01-2023,2.0,1.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_2455113,10-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_18410389,10-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_10601345,10-02-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_18409537,27-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2462242,24-02-2023,7.0,0.333333333,6.0,7.0,0,1,0.857142857,0.857142857,0,0
JMAN_2474115,17-03-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_10442134,13-01-2023,22.0,0.15,21.0,22.0,0,1,0.909090909,0.954545455,0,1
JMAN_9034141,17-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_12791979,31-03-2023,1.0,0.0,2.0,3.0,0,1,1.0,0.666666667,1,0
JMAN_2476115,10-03-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9897409,10-03-2023,8.0,0.333333333,6.0,8.0,1,0,0.75,0.75,0,0
JMAN_14450264,13-01-2023,4.0,0.0,1.0,4.0,0,1,0.25,0.25,0,0
JMAN_9948637,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2466490,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10078002,03-03-2023,18.0,0.1875,18.0,18.0,0,1,0.888888889,1.0,0,1
JMAN_11350389,03-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9441150,24-03-2023,5.0,0.5,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_9005782,03-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9005620,03-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_18410388,24-02-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_2430783,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2235384,20-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14567352,17-03-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_9020594,06-01-2023,9.0,0.222222222,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2482735,17-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9020327,13-01-2023,12.0,0.125,9.0,12.0,0,1,0.666666667,0.75,0,1
JMAN_9898535,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_17656192,10-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2476133,20-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9002159,24-03-2023,5.0,0.25,4.0,5.0,0,1,0.8,0.8,0,0
JMAN_2293551,31-03-2023,7.0,0.0,5.0,7.0,0,0,0.714285714,0.714285714,0,0
JMAN_9008366,17-02-2023,40.0,0.641025641,38.0,40.0,0,1,0.975,0.95,1,0
JMAN_2481177,17-03-2023,40.0,0.289473684,38.0,40.0,0,1,0.95,0.95,0,0
JMAN_18341492,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2467010,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2464269,10-02-2023,3.0,0.5,2.0,3.0,0,1,0.666666667,0.666666667,0,0
JMAN_12581551,24-02-2023,2.0,0.5,1.0,2.0,0,1,1.0,0.5,1,0
JMAN_9970803,06-01-2023,7.0,0.0,8.0,7.0,0,1,1.0,1.0,0,0
JMAN_9181146,13-01-2023,4.0,0.25,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2402232,27-01-2023,40.0,0.033333333,29.0,40.0,0,1,0.75,0.725,1,0
JMAN_13010076,20-01-2023,40.0,0.05,40.0,40.0,0,1,1.0,1.0,0,0
JMAN_10445041,03-03-2023,5.0,0.4,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_18362857,24-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2475275,03-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_9008188,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9056184,17-03-2023,6.0,0.0,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_2421258,13-01-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9017463,03-02-2023,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_14360401,24-02-2023,12.0,0.4,5.0,12.0,0,1,0.416666667,0.416666667,0,0
JMAN_10601345,13-01-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9019035,20-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9000609,06-01-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9393166,17-03-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9026067,13-01-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_2374491,17-02-2023,4.0,0.333333333,4.0,4.0,0,1,0.75,1.0,0,1
JMAN_9345011,17-03-2023,126.0,0.113924051,122.0,126.0,0,1,0.626984127,0.968253968,0,1
JMAN_10744386,03-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9016506,06-01-2023,9.0,0.333333333,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2436197,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9575933,24-02-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9042096,17-03-2023,9.0,0.444444444,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9327351,06-01-2023,6.0,0.0,5.0,6.0,0,1,1.0,0.833333333,1,0
JMAN_2479425,06-01-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_10951284,24-03-2023,31.0,0.0,21.0,31.0,0,1,0.709677419,0.677419355,1,0
JMAN_9086113,03-03-2023,6.0,0.0,6.0,6.0,0,0,1.0,1.0,0,0
