id,score_date,max_seats,agent_utilization,is_provisioned_any_channel_M_before,max_seats_M_before,agent_utilization_increase,agent_utilization_decrease,seat_utilization,seat_utilization_M_before,seat_utilization_increase,seat_utilization_decrease
JMAN_11762688,20-01-2023,5.0,0.6,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2449786,03-03-2023,11.0,0.0,2.0,11.0,0,0,0.181818182,0.181818182,0,0
JMAN_12250851,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2474309,13-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9097813,20-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_13704353,06-01-2023,8.0,0.0,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_109835,03-03-2023,28.0,0.296296296,27.0,28.0,0,1,0.964285714,0.964285714,0,0
JMAN_2460501,17-02-2023,24.0,0.458333333,22.0,24.0,0,1,1.0,0.916666667,1,0
JMAN_13010076,17-03-2023,40.0,0.1,39.0,40.0,0,1,1.0,0.975,1,0
JMAN_2446890,03-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_11623101,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2481522,13-01-2023,34.0,0.060606061,32.0,32.0,0,1,0.970588235,1.0,0,1
JMAN_14142262,06-01-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2421258,20-01-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9281732,17-03-2023,100.0,0.209876543,84.0,100.0,0,1,0.81,0.84,0,1
JMAN_2457215,17-02-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2446015,27-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18127929,27-01-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_9773302,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9773302,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18057083,03-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2420550,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9014680,24-02-2023,7.0,0.142857143,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_18409955,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9008035,10-03-2023,1.0,0.0,8.0,9.0,0,1,1.0,0.888888889,1,0
JMAN_2470276,10-03-2023,5.0,0.6,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_14519900,31-03-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2461712,13-01-2023,21.0,0.25,20.0,21.0,0,1,0.952380952,0.952380952,0,0
JMAN_2467540,06-01-2023,8.0,0.0,2.0,8.0,0,1,0.25,0.25,0,0
JMAN_9316425,27-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9970803,13-01-2023,7.0,0.0,8.0,7.0,0,1,1.0,1.0,0,0
JMAN_17630843,03-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18411232,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9089265,03-03-2023,10.0,0.1,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2468367,03-03-2023,7.0,0.714285714,7.0,7.0,1,0,1.0,1.0,0,0
JMAN_17631267,03-02-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_2459852,24-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9384676,24-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2481522,03-03-2023,37.0,0.083333333,34.0,34.0,0,1,0.972972973,1.0,0,1
JMAN_2456605,24-03-2023,4.0,0.0,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2476067,10-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_12647035,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2476052,06-01-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9340799,24-02-2023,2.0,0.0,2.0,2.0,0,1,1.0,1.0,0,0
JMAN_2457215,13-01-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9420063,17-02-2023,6.0,0.166666667,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_18127929,17-02-2023,3.0,0.0,,3.0,0,0,0.0,0.0,0,0
JMAN_9022819,03-02-2023,1.0,0.0,2.0,1.0,0,1,1.0,1.0,0,0
JMAN_9163394,03-02-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9019035,10-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9000512,13-01-2023,14.0,0.0,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_16164717,27-01-2023,1.0,0.0,,1.0,0,0,1.0,0.0,1,0
JMAN_9160150,10-02-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_9026784,17-02-2023,16.0,0.285714286,14.0,16.0,0,1,0.875,0.875,0,0
JMAN_9002599,31-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_10069632,27-01-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9084558,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_13704353,17-03-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_18126654,31-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_11055836,24-02-2023,12.0,0.0,12.0,12.0,0,1,1.0,1.0,0,0
JMAN_9000371,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_12085153,24-02-2023,5.0,0.666666667,3.0,5.0,0,1,0.6,0.6,0,0
JMAN_18391388,24-02-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2262012,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2451147,03-03-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_10227669,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9031450,10-03-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9026515,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2474696,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9023151,24-03-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9002990,27-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410413,20-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2441174,24-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_18362423,10-02-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18410389,06-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9163394,24-03-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2447241,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_12382809,13-01-2023,8.0,0.0,7.0,8.0,0,1,0.875,0.875,0,0
JMAN_9000101,13-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2462242,10-03-2023,7.0,0.333333333,6.0,7.0,0,1,0.857142857,0.857142857,0,0
JMAN_9406927,03-02-2023,500.0,0.0,487.0,500.0,0,0,0.974,0.974,0,0
JMAN_18409963,17-02-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_9034647,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9034647,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11352880,24-03-2023,12.0,0.454545455,11.0,12.0,0,1,0.916666667,0.916666667,0,0
JMAN_9075938,31-03-2023,21.0,0.047619048,21.0,21.0,0,1,1.0,1.0,0,0
JMAN_10377531,13-01-2023,5.0,0.0,3.0,5.0,0,1,0.6,0.6,0,0
JMAN_9052224,24-03-2023,105.0,0.0,102.0,105.0,0,1,0.885714286,0.971428571,0,1
JMAN_9030043,24-02-2023,17.0,0.058823529,16.0,16.0,0,1,1.0,1.0,0,0
JMAN_17645578,20-01-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_9080095,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2478636,10-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2470882,03-02-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2388391,03-02-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2466310,27-01-2023,9.0,0.0,8.0,9.0,0,1,0.888888889,0.888888889,0,0
JMAN_16087982,03-02-2023,1.0,0.0,,1.0,0,0,1.0,0.0,1,0
JMAN_9014071,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2448495,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2458057,24-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2443914,17-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_14726436,17-03-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_18315630,17-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18410832,06-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2462717,24-03-2023,2.0,0.0,3.0,2.0,0,1,1.0,1.0,0,0
JMAN_9036591,06-01-2023,12.0,0.0,6.0,12.0,0,1,0.416666667,0.5,0,1
JMAN_9021826,31-03-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9020100,03-02-2023,15.0,0.0,15.0,15.0,0,1,0.933333333,1.0,0,1
JMAN_2483334,10-02-2023,10.0,0.3,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_2476991,06-01-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2464445,24-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9391855,06-01-2023,8.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2457132,31-03-2023,55.0,0.269230769,55.0,55.0,0,1,0.945454545,1.0,0,1
JMAN_2432487,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18351475,03-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18055644,10-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_11604060,06-01-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_18271448,06-01-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_2456787,10-03-2023,20.0,0.55,20.0,20.0,0,1,1.0,1.0,0,0
JMAN_2460501,10-02-2023,24.0,0.608695652,22.0,24.0,0,1,0.958333333,0.916666667,1,0
JMAN_18411656,10-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_9007825,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2439899,31-03-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2435848,31-03-2023,11.0,0.1,10.0,11.0,0,1,0.909090909,0.909090909,0,0
JMAN_9017319,10-03-2023,4.0,0.25,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_16138422,27-01-2023,1.0,1.0,,1.0,1,0,1.0,0.0,1,0
JMAN_2481216,17-02-2023,7.0,0.0,6.0,7.0,0,1,0.714285714,0.857142857,0,1
JMAN_18409532,06-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_10112853,13-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9026515,20-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9029087,06-01-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_9310859,31-03-2023,11.0,0.222222222,9.0,11.0,0,1,0.818181818,0.818181818,0,0
JMAN_10703891,10-03-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9420063,13-01-2023,6.0,0.166666667,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_2449307,31-03-2023,7.0,0.142857143,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2449307,13-01-2023,7.0,0.0,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_16157568,17-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2479290,17-03-2023,14.0,0.2,14.0,14.0,0,1,1.0,1.0,0,0
JMAN_2474522,10-03-2023,2.0,1.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_18173797,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_18311051,20-01-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_9361784,17-03-2023,20.0,0.25,20.0,20.0,0,1,1.0,1.0,0,0
JMAN_9016383,03-02-2023,2.0,0.5,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_10377531,24-03-2023,5.0,0.0,3.0,5.0,0,0,0.4,0.6,0,1
JMAN_10933641,03-03-2023,10.0,0.0,10.0,10.0,0,1,1.0,1.0,0,0
JMAN_9203571,17-02-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9000902,31-03-2023,4.0,0.333333333,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_2335690,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10835428,20-01-2023,5.0,0.0,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_9003291,24-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18055644,31-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2433431,03-03-2023,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_9040231,17-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2448185,10-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11055836,03-03-2023,13.0,0.083333333,12.0,12.0,0,1,0.923076923,1.0,0,1
JMAN_9001024,17-03-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2466310,31-03-2023,9.0,0.0,8.0,9.0,0,1,0.888888889,0.888888889,0,0
JMAN_10739656,10-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18410839,24-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2411898,13-01-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9931074,17-03-2023,4.0,0.0,4.0,5.0,0,1,1.0,0.8,1,0
JMAN_9031383,31-03-2023,3.0,0.5,3.0,3.0,1,0,0.666666667,1.0,0,1
JMAN_9003728,24-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9662440,13-01-2023,18.0,0.0,15.0,18.0,0,0,0.833333333,0.833333333,0,0
JMAN_9031987,31-03-2023,40.0,0.325,38.0,38.0,0,1,1.0,1.0,0,0
JMAN_9032834,10-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9023355,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2445549,24-03-2023,11.0,0.1,10.0,11.0,0,1,0.909090909,0.909090909,0,0
JMAN_10442134,27-01-2023,22.0,0.2,21.0,22.0,0,1,0.909090909,0.954545455,0,1
JMAN_9603377,03-02-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_2451145,17-02-2023,3.0,0.333333333,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2469141,10-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_9045968,24-03-2023,2.0,0.0,3.0,2.0,0,0,1.0,1.0,0,0
JMAN_9000902,17-02-2023,4.0,0.0,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_9003668,24-03-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_11618371,10-03-2023,15.0,0.0,9.0,15.0,0,0,0.8,0.6,1,0
JMAN_10473228,06-01-2023,46.0,0.0,45.0,46.0,0,1,0.97826087,0.97826087,0,0
JMAN_2439899,06-01-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2459391,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2481522,03-02-2023,34.0,0.058823529,32.0,34.0,0,1,1.0,0.941176471,1,0
JMAN_16222667,10-03-2023,3.0,0.0,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_12567490,06-01-2023,6.0,0.0,6.0,6.0,0,1,1.0,1.0,0,0
JMAN_11879688,24-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_10227669,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9028070,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2461858,03-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2374639,24-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_18410843,13-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_10026734,27-01-2023,10.0,0.0,4.0,10.0,0,0,0.5,0.4,1,0
JMAN_18005774,17-02-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2444478,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9004984,10-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9019035,31-03-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2451026,03-03-2023,300.0,0.256038647,212.0,300.0,0,1,0.69,0.706666667,0,1
JMAN_9019580,03-03-2023,12.0,0.0,9.0,12.0,0,1,0.75,0.75,0,0
JMAN_12085671,03-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2454663,24-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2473799,10-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_11352880,10-03-2023,12.0,0.545454546,11.0,12.0,0,1,0.916666667,0.916666667,0,0
JMAN_9028182,24-02-2023,50.0,0.048780488,41.0,50.0,0,1,0.82,0.82,0,0
JMAN_9031054,27-01-2023,6.0,0.333333333,6.0,6.0,1,0,1.0,1.0,0,0
JMAN_2479512,10-02-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9058679,31-03-2023,27.0,0.0,27.0,36.0,0,1,1.0,0.75,1,0
JMAN_9014472,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2451330,10-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2470297,24-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9601250,20-01-2023,4.0,0.333333333,3.0,4.0,1,0,0.75,0.75,0,0
JMAN_9027462,20-01-2023,9.0,0.0,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9084558,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_13704353,24-02-2023,8.0,0.125,8.0,8.0,0,0,1.0,1.0,0,0
JMAN_9016831,06-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2446890,13-01-2023,4.0,0.25,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_2459391,20-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2398184,03-02-2023,10.0,0.0,8.0,10.0,0,0,0.8,0.8,0,0
JMAN_2474547,10-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9029729,10-03-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9270194,17-03-2023,15.0,0.285714286,14.0,15.0,0,1,0.933333333,0.933333333,0,0
JMAN_2441174,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_2465594,13-01-2023,5.0,0.25,4.0,5.0,0,0,0.8,0.8,0,0
JMAN_2255243,13-01-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9007138,31-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2448722,03-02-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2457317,03-02-2023,2.0,0.0,1.0,2.0,0,1,0.5,0.5,0,0
JMAN_2481520,10-02-2023,4.0,0.75,4.0,4.0,1,0,1.0,1.0,0,0
JMAN_9406927,20-01-2023,500.0,0.0,487.0,500.0,0,0,0.974,0.974,0,0
JMAN_2434832,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2476017,31-03-2023,9.0,0.222222222,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_9031054,24-02-2023,6.0,0.333333333,6.0,6.0,0,0,1.0,1.0,0,0
JMAN_2466490,03-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2437713,10-02-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9034877,27-01-2023,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11309660,31-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_18839586,31-03-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_18351475,10-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2470297,17-03-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_9746946,27-01-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2317163,03-03-2023,4.0,0.25,4.0,4.0,0,0,1.0,1.0,0,0
JMAN_2481280,06-01-2023,2.0,0.0,2.0,2.0,0,0,1.0,1.0,0,0
JMAN_11075791,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_15702888,10-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9036174,17-02-2023,7.0,0.571428571,7.0,7.0,0,1,1.0,1.0,0,0
JMAN_2357251,24-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9002816,13-01-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_2375196,03-03-2023,4.0,0.0,3.0,4.0,0,0,0.75,0.75,0,0
JMAN_2446552,31-03-2023,6.0,0.0,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2470977,17-02-2023,5.0,0.0,5.0,5.0,0,0,1.0,1.0,0,0
JMAN_9006660,31-03-2023,3.0,0.0,2.0,3.0,0,1,0.666666667,0.666666667,0,0
JMAN_9281732,24-02-2023,100.0,0.190476191,86.0,100.0,0,1,0.84,0.86,0,1
JMAN_9015281,31-03-2023,1.0,0.0,2.0,1.0,0,0,1.0,1.0,0,0
JMAN_13241134,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_17740171,17-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2328487,10-02-2023,5.0,0.0,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_18173797,27-01-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2473254,31-03-2023,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_2481357,17-02-2023,2.0,0.0,1.0,2.0,0,0,0.5,0.5,0,0
JMAN_9009075,03-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_9020196,31-03-2023,1.0,0.0,1.0,1.0,0,1,1.0,1.0,0,0
JMAN_9001870,03-03-2023,2.0,0.5,2.0,2.0,1,0,1.0,1.0,0,0
JMAN_2454712,17-03-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_11200796,03-03-2023,5.0,0.2,5.0,5.0,0,1,1.0,1.0,0,0
JMAN_2448129,03-03-2023,3.0,0.333333333,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_10377531,06-01-2023,5.0,0.0,3.0,5.0,0,1,0.6,0.6,0,0
JMAN_2456533,10-02-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_9028996,03-03-2023,13.0,0.416666667,12.0,13.0,0,1,0.923076923,0.923076923,0,0
JMAN_9016506,20-01-2023,9.0,0.555555556,9.0,9.0,0,1,1.0,1.0,0,0
JMAN_2473775,24-03-2023,19.0,0.210526316,19.0,19.0,0,1,1.0,1.0,0,0
JMAN_2446236,13-01-2023,18.0,0.166666667,18.0,18.0,0,1,1.0,1.0,0,0
JMAN_11309660,17-02-2023,1.0,0.0,1.0,1.0,0,0,1.0,1.0,0,0
JMAN_2469551,17-02-2023,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0
JMAN_9001356,13-01-2023,54.0,0.019607843,51.0,54.0,0,1,0.944444444,0.944444444,0,0
JMAN_13302332,03-03-2023,11.0,0.090909091,11.0,11.0,0,1,1.0,1.0,0,0
JMAN_17632926,10-03-2023,1.0,0.0,,1.0,0,0,0.0,0.0,0,0
JMAN_2470882,20-01-2023,3.0,0.666666667,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_9746946,10-03-2023,3.0,0.0,3.0,3.0,0,0,1.0,1.0,0,0
JMAN_2464269,27-01-2023,3.0,0.5,2.0,3.0,0,0,0.666666667,0.666666667,0,0
JMAN_9601250,24-03-2023,4.0,0.333333333,3.0,4.0,1,0,0.75,0.75,0,0
JMAN_18410835,17-02-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_2451462,17-02-2023,8.0,0.0,7.0,8.0,0,0,0.875,0.875,0,0
JMAN_18362857,17-02-2023,2.0,0.0,,2.0,0,0,0.0,0.0,0,0
JMAN_9811811,06-01-2023,7.0,0.0,6.0,7.0,0,1,0.857142857,0.857142857,0,0
JMAN_2468379,24-03-2023,4.0,0.333333333,3.0,4.0,0,1,0.75,0.75,0,0
JMAN_9003568,03-02-2023,239.0,0.193548387,200.0,239.0,0,1,0.778242678,0.836820084,0,1
JMAN_18311051,27-01-2023,4.0,0.0,,4.0,0,0,0.0,0.0,0,0
JMAN_2464445,31-03-2023,3.0,0.0,3.0,3.0,0,1,1.0,1.0,0,0
JMAN_2476133,31-03-2023,4.0,0.0,4.0,4.0,0,1,1.0,1.0,0,0
JMAN_9391855,10-03-2023,8.0,0.125,8.0,8.0,0,1,1.0,1.0,0,0
JMAN_16719774,13-01-2023,5.0,0.0,,5.0,0,0,0.0,0.0,0,0
JMAN_9897184,24-03-2023,30.0,0.285714286,22.0,30.0,0,1,0.7,0.733333333,0,1
